,DP_splits,DP_moms_splits,cdcl_splits,cdcl_moms_splits,cdcl_chron_splits,cdcl_chron_moms_splits,sudoku_given_clauses,DP_list_sat_clauses,DP_moms_list_sat_clauses,cdcl_list_sat_clauses,cdcl_moms_list_sat_clauses,cdcl_chron_list_sat_clauses,cdcl_chron_moms_list_sat_clauses
63,0,0,0,0,0,0,60,[1574],[1574],[1574],[1574],[1574],[1574]
64,0,0,0,0,0,0,62,[10643],[10643],[10644],[10644],[10644],[10644]
65,0,0,0,0,0,0,58,[4092],[4092],[4092],[4092],[4092],[4092]
66,0,0,0,0,0,0,52,[3598],[3598],[3598],[3598],[3598],[3598]
67,0,0,0,0,0,0,62,[1056],[1056],[1056],[1056],[1056],[1056]
68,0,0,0,0,0,0,61,[9218],[9218],[9219],[9219],[9219],[9219]
69,0,0,0,0,0,0,56,[10643],[10643],[10644],[10644],[10644],[10644]
70,0,0,0,0,0,0,66,[9218],[9218],[9219],[9219],[9219],[9219]
71,0,0,0,0,0,0,62,[6642],[6642],[6642],[6642],[6642],[6642]
72,0,0,0,0,0,0,56,[2084],[2084],[2084],[2084],[2084],[2084]
73,0,0,0,0,0,0,61,[5068],[5068],[5068],[5068],[5068],[5068]
74,0,0,0,0,0,0,57,[10643],[10643],[10644],[10644],[10644],[10644]
75,0,0,0,0,0,0,51,[1056],[1056],[1056],[1056],[1056],[1056]
76,0,0,0,0,0,0,56,[10643],[10643],[10644],[10644],[10644],[10644]
77,0,0,0,0,0,0,59,[10643],[10643],[10644],[10644],[10644],[10644]
78,0,0,0,0,0,0,54,[10388],[10388],[10389],[10389],[10389],[10389]
79,0,0,0,0,0,0,57,[1056],[1056],[1056],[1056],[1056],[1056]
80,0,0,0,0,0,0,54,[10643],[10643],[10644],[10644],[10644],[10644]
